district,season,record_month,temperature_c,humidity_pct,wind_speed_kmh,surface_pressure_hpa,crop_fires_detected,blue_mean,blue_std,blue_skewness,blue_high_ratio,blue_dominance,laplacian_var,sobel_mean,edge_density,hsi_saturation_mean,haze_index,dark_channel_mean,fft_high_energy_ratio,gray_contrast,blue_red_ratio,local_variance_mean,hot_index,ndsi_index,modis_aod,pm25_target,pm25_waqi_ref,severity_class,label_source,source_image_id
Faisalabad,Autumn_Harvest,9,25.1,93.0,4.6,983.7,8,148.964,19.125,0.221,0.246,0.989,153.569,25.497,0.0372,0.0616,5.694,146.411,0.00042,69.0,1.0138,81.006,0.216,0.007,0.45,34.0,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-09-25
Faisalabad,Monsoon,8,31.9,54.0,10.8,982.7,1,137.633,5.961,-0.005,0.3329,0.951,43.065,7.989,0.0,0.0974,4.144,137.046,9e-05,24.0,0.9513,3.921,0.176,-0.025,0.42,66.4,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-30
Faisalabad,Winter_Peak,11,19.3,53.0,9.3,995.5,10,175.33,2.9,0.156,0.3389,1.006,13.512,4.142,0.0,0.0554,6.695,168.8,2e-05,10.0,1.0387,0.959,0.277,0.019,0.99,127.6,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-20
Faisalabad,Winter_Peak,11,18.7,67.0,7.8,989.0,4,124.712,4.76,0.344,0.2892,0.982,27.589,6.796,0.0,0.0414,5.78,124.298,8e-05,15.0,0.9801,2.75,0.16,-0.01,0.11,41.6,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-01
Faisalabad,Winter_Peak,11,15.7,80.0,7.4,993.2,6,106.035,7.178,0.598,0.2971,0.988,14.221,7.232,0.0,0.04,5.052,105.154,8e-05,21.0,0.9926,3.322,0.126,-0.004,0.33,115.0,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-25
Faisalabad,Autumn_Harvest,9,28.8,73.0,6.0,984.3,9,148.189,10.971,-1.28,0.1489,0.956,71.25,13.707,0.0,0.0961,4.467,148.07,0.00015,47.0,0.9042,21.024,0.18,-0.05,0.41,40.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-09-28
Faisalabad,Winter_Peak,12,16.5,70.0,9.9,995.5,5,107.31,8.021,-0.092,0.2996,1.015,31.019,12.572,0.0,0.0717,3.702,101.455,0.00014,21.0,0.9913,9.276,0.129,-0.004,0.27,75.2,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-01
Faisalabad,Winter_Peak,12,22.7,35.0,10.0,996.8,9,57.96,11.381,0.793,0.2823,0.828,50.218,27.213,0.0704,0.2639,1.009,57.96,0.00054,35.0,0.7452,40.49,-0.005,-0.146,0.15,42.0,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-20
Faisalabad,Monsoon,8,31.4,73.0,3.2,979.1,2,97.62,10.922,1.008,0.261,0.886,30.581,18.446,0.0047,0.1877,2.087,97.62,0.00013,26.0,0.8644,23.708,0.081,-0.073,0.82,67.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-05
Faisalabad,Summer,6,29.0,33.0,8.2,979.1,0,87.823,8.826,0.12,0.312,0.78,83.447,11.633,0.0,0.3135,1.407,87.823,0.00024,20.0,0.6898,7.637,0.015,-0.184,0.3,30.5,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-06-10
Faisalabad,Autumn_Harvest,10,29.9,35.0,5.4,992.8,9,92.023,13.711,0.543,0.3002,0.833,26.498,17.96,0.0003,0.2542,1.718,92.023,0.0001,30.0,0.7898,19.541,0.052,-0.117,0.31,26.5,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-25
Faisalabad,Autumn_Harvest,10,25.3,76.0,5.2,986.4,4,145.383,12.813,1.221,0.2552,0.937,87.517,14.68,0.0025,0.1106,4.094,145.376,0.00018,42.0,0.9257,20.138,0.182,-0.039,0.77,60.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-10-05
Faisalabad,Winter_Peak,11,13.3,90.0,8.7,995.8,7,179.595,3.307,0.136,0.2797,1.014,35.808,6.234,0.0,0.049,7.315,171.984,5e-05,10.0,0.9989,2.073,0.272,-0.001,1.29,102.4,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-20
Faisalabad,Autumn_Harvest,10,29.9,39.0,5.6,987.1,6,106.43,4.926,0.187,0.3436,0.921,45.03,7.638,0.0,0.1553,2.441,106.412,0.00013,16.0,0.9323,3.307,0.114,-0.035,0.55,39.6,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-15
Faisalabad,Summer,5,21.7,32.0,8.1,984.4,1,74.253,13.534,-0.028,0.2876,0.767,68.43,27.867,0.0228,0.3286,1.193,74.253,0.00034,38.0,0.6805,45.027,-0.003,-0.19,0.15,46.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-05-01
Faisalabad,Autumn_Harvest,10,23.0,59.0,9.4,985.2,6,93.922,7.378,0.262,0.3563,0.937,29.989,6.864,0.0,0.1444,2.327,93.606,0.00012,15.0,0.9639,2.659,0.097,-0.018,0.32,99.0,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-05
Faisalabad,Monsoon,7,32.9,64.0,9.8,971.6,0,112.694,12.888,2.873,0.1193,0.982,94.255,20.387,0.0231,0.105,3.172,108.971,0.00043,28.0,1.0267,45.223,0.147,0.013,0.73,45.8,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-07-25
Faisalabad,Autumn_Harvest,10,22.9,56.0,5.2,988.7,11,110.504,5.39,0.228,0.2838,0.84,35.82,7.825,0.0,0.2328,2.008,110.504,8e-05,19.0,0.7704,3.851,0.072,-0.13,0.32,40.4,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-10-15
Faisalabad,Winter_Peak,11,18.2,75.0,13.6,994.9,6,165.204,15.845,-0.72,0.3149,0.958,43.924,18.358,0.0,0.0726,5.765,165.198,0.0001,60.0,0.9274,26.102,0.219,-0.038,1.18,70.5,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-30
Faisalabad,Winter_Peak,1,8.2,95.0,3.6,998.4,15,187.162,2.335,-0.008,0.2825,1.03,50.527,6.961,0.0,0.062,6.709,175.631,6e-05,5.0,1.0655,2.57,0.31,0.032,1.47,191.9,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-01-05
Faisalabad,Summer,5,32.0,49.0,13.5,984.4,3,164.24,26.684,0.163,0.3521,1.012,436.25,57.459,0.0823,0.0452,7.045,158.535,0.00105,75.0,1.004,240.148,0.243,0.002,0.7,40.0,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2023-05-25
Faisalabad,Winter_Peak,12,13.9,61.0,6.9,992.5,11,84.626,10.761,0.557,0.2844,0.97,78.641,14.264,0.0001,0.0949,2.822,83.004,0.00045,27.0,0.974,12.409,0.082,-0.013,0.07,52.6,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-12-05
Faisalabad,Summer,4,29.2,40.0,12.1,985.6,2,44.646,11.206,0.545,0.3052,0.656,44.804,11.578,0.0002,0.4678,0.653,44.646,0.00039,32.0,0.5396,8.881,-0.067,-0.299,0.25,31.0,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-04-20
Faisalabad,Monsoon,8,29.5,83.0,6.1,983.2,2,129.508,14.371,1.886,0.1669,1.031,90.969,13.214,0.0022,0.1042,3.502,117.746,0.00028,45.0,1.0997,16.737,0.197,0.047,0.74,65.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-20
Faisalabad,Summer,6,32.9,17.0,8.8,979.3,0,81.612,8.323,0.171,0.3262,0.738,62.14,11.117,0.0,0.3634,1.231,81.612,0.00019,21.0,0.6388,6.833,-0.01,-0.22,0.17,62.9,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-06-10
Faisalabad,Monsoon,8,28.3,82.0,5.4,981.3,1,124.873,6.726,1.267,0.253,0.927,54.671,10.144,0.0,0.1179,3.382,124.872,0.00013,21.0,0.9001,7.573,0.138,-0.053,0.66,66.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-08-25
Faisalabad,Monsoon,8,32.5,61.0,6.8,979.1,3,161.857,3.384,0.963,0.2404,0.954,59.767,8.662,0.0,0.097,4.852,161.808,8e-05,9.0,0.9629,5.063,0.225,-0.019,0.77,44.5,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-08-12
Faisalabad,Winter_Peak,11,29.9,35.0,5.2,991.5,4,188.679,4.263,0.404,0.3175,1.015,57.703,7.747,0.0,0.0401,8.536,181.78,7e-05,13.0,1.0369,3.231,0.303,0.018,0.9,78.2,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-05
Faisalabad,Summer,5,29.9,29.0,10.2,972.5,1,67.522,11.699,0.073,0.3186,0.747,61.8,26.158,0.0291,0.3908,1.005,67.522,0.00039,34.0,0.6126,44.796,-0.031,-0.24,0.14,72.4,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-05-28
Faisalabad,Winter_Peak,12,21.4,39.0,6.4,995.5,6,66.539,13.254,0.702,0.2829,0.811,89.774,33.797,0.0788,0.2813,1.126,66.539,0.00063,41.0,0.7369,60.614,0.004,-0.151,0.17,43.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-20
Faisalabad,Autumn_Harvest,10,25.9,44.0,8.7,984.3,11,109.486,8.816,0.126,0.3785,0.969,70.086,9.348,0.0,0.0716,4.222,108.676,0.00022,18.0,0.9594,4.929,0.126,-0.021,0.33,89.9,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-05
Faisalabad,Winter_Peak,11,27.6,35.0,5.6,990.8,8,45.517,2.878,0.005,0.3652,0.958,75.804,8.392,0.0,0.1169,1.337,44.541,0.00133,6.0,0.9181,3.711,0.001,-0.043,1.56,150.9,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-15
Faisalabad,Autumn_Harvest,9,29.6,71.0,5.5,983.9,8,171.663,12.021,-1.247,0.1527,0.944,100.183,15.986,0.0,0.0899,5.4,171.659,0.00015,50.0,0.9216,28.058,0.228,-0.041,0.44,28.8,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-09-28
Faisalabad,Monsoon,8,27.8,93.0,5.9,980.2,0,121.129,16.168,1.007,0.2643,0.989,77.718,14.114,0.0012,0.0834,4.088,117.624,0.00029,46.0,1.023,16.577,0.163,0.011,0.39,10.6,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-08-05
Faisalabad,Monsoon,8,34.2,60.0,11.4,984.4,0,137.191,13.146,2.005,0.1799,0.978,53.672,11.53,0.001,0.1383,3.236,131.324,0.00015,37.0,1.0436,13.88,0.2,0.021,0.75,56.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-20
Faisalabad,Autumn_Harvest,9,28.0,67.0,5.5,984.4,4,136.315,12.234,2.354,0.1794,0.973,67.712,10.047,0.0,0.0577,5.566,135.929,0.00018,37.0,0.968,6.869,0.178,-0.016,0.49,85.0,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-09-18
Faisalabad,Winter_Peak,12,12.9,62.0,6.5,991.9,6,85.084,10.443,0.645,0.2827,0.918,19.84,12.445,0.0,0.1755,1.904,84.868,0.00013,28.0,0.941,10.603,0.076,-0.03,0.06,38.5,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-12-05
Faisalabad,Monsoon,8,29.1,81.0,10.9,982.3,1,125.435,6.475,1.318,0.2725,0.99,35.46,8.964,0.0,0.0884,3.937,121.39,0.0001,18.0,1.0303,6.103,0.173,0.015,0.7,56.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-08-25
Faisalabad,Monsoon,8,35.4,47.0,4.8,984.7,3,128.983,5.936,0.031,0.3501,0.929,69.037,9.376,0.0,0.1178,3.609,128.95,0.00015,25.0,0.8843,5.018,0.14,-0.061,0.45,48.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-30
Faisalabad,Monsoon,7,35.3,58.0,2.5,972.5,0,105.136,11.539,2.682,0.1661,0.931,113.157,19.758,0.0197,0.1264,2.891,105.047,0.00045,25.0,0.876,39.695,0.097,-0.066,0.97,51.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-07-25
Faisalabad,Summer,5,30.7,19.0,6.8,971.6,0,74.119,13.239,0.086,0.3216,0.766,125.529,30.423,0.0351,0.3528,1.15,74.119,0.0006,38.0,0.6508,60.317,-0.013,-0.212,0.19,61.0,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-05-28
Faisalabad,Monsoon,7,28.4,90.0,8.0,980.6,0,167.416,5.901,-1.073,0.2943,0.943,50.51,8.376,0.0,0.0923,5.15,167.416,7e-05,22.0,0.9265,4.364,0.222,-0.038,0.99,64.5,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-07-25
Faisalabad,Winter_Peak,12,21.5,40.0,10.5,994.4,9,83.572,10.569,0.348,0.3173,0.855,94.217,23.153,0.0016,0.2224,1.601,83.572,0.00041,29.0,0.7921,28.073,0.041,-0.116,0.25,68.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-10
Faisalabad,Winter_Peak,11,22.9,54.0,5.8,994.9,8,111.963,8.032,0.651,0.2967,0.983,19.184,8.377,0.0,0.0418,5.245,111.383,9e-05,23.0,0.973,4.219,0.133,-0.014,0.23,35.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-25
Faisalabad,Autumn_Harvest,10,17.0,74.0,8.7,992.4,9,78.703,11.805,0.484,0.3048,0.838,19.208,14.651,0.0002,0.2421,1.516,78.703,0.0001,25.0,0.7872,13.276,0.033,-0.119,0.21,69.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-25
Faisalabad,Winter_Peak,11,21.6,60.0,4.8,996.0,14,122.32,8.754,0.572,0.2751,1.05,73.094,11.087,0.0,0.0894,3.669,111.448,0.00024,24.0,1.0864,6.988,0.179,0.041,0.23,54.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-25
Faisalabad,Winter_Peak,1,13.0,76.0,2.4,994.8,5,44.872,2.385,-0.007,0.2468,0.976,53.021,7.028,0.0,0.119,1.263,43.193,0.00096,6.0,1.013,2.602,0.009,0.006,0.91,119.7,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-01-15
Faisalabad,Autumn_Harvest,10,29.2,42.0,4.0,995.7,8,81.268,12.319,0.484,0.2993,0.785,44.246,16.759,0.0003,0.3071,1.345,81.268,0.00017,28.0,0.715,17.214,0.016,-0.166,0.31,50.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-25
Faisalabad,Winter_Peak,11,20.7,55.0,9.0,989.1,10,108.742,4.266,0.334,0.3365,0.951,24.343,6.277,0.0,0.0879,3.47,108.737,8e-05,14.0,0.9128,2.262,0.113,-0.046,0.12,46.8,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-01
Faisalabad,Winter_Peak,11,18.9,75.0,7.8,992.9,9,182.935,3.15,0.526,0.2991,1.039,12.043,3.966,0.0,0.0643,6.314,171.154,2e-05,9.0,1.0507,0.903,0.296,0.025,1.21,163.4,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-05
Faisalabad,Autumn_Harvest,10,19.1,85.0,10.7,988.7,4,131.282,5.726,0.203,0.3047,0.949,34.553,7.509,0.0,0.0981,3.94,131.266,8e-05,18.0,0.9015,3.342,0.149,-0.052,0.65,26.7,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-15
Faisalabad,Autumn_Harvest,10,22.5,66.0,6.6,988.1,8,107.418,4.839,0.235,0.338,0.936,40.72,7.243,0.0,0.1155,2.948,107.413,0.00013,16.0,0.8844,2.992,0.103,-0.061,0.44,46.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-15
Faisalabad,Winter_Peak,11,17.6,88.0,6.0,992.6,7,186.053,3.658,0.628,0.3306,1.047,17.109,4.628,0.0,0.0795,5.673,171.264,2e-05,11.0,1.0574,1.204,0.305,0.028,0.63,104.8,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-05
Faisalabad,Monsoon,7,32.5,67.0,8.5,979.4,2,201.051,7.296,-1.333,0.2992,1.006,35.812,7.858,0.0,0.0242,10.934,197.294,4e-05,27.0,1.001,4.339,0.315,0.0,0.53,43.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-07-25
Faisalabad,Autumn_Harvest,9,35.4,36.0,6.9,982.6,5,126.466,12.489,2.171,0.1768,0.942,44.906,9.356,0.0003,0.1145,3.499,126.436,0.00013,43.0,0.9465,7.088,0.154,-0.028,0.56,44.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-09-18
Faisalabad,Summer,5,27.8,33.0,9.0,981.5,1,74.228,10.648,-0.475,0.3067,0.778,44.844,19.68,0.0105,0.321,1.183,74.228,0.00023,29.0,0.682,25.101,-0.002,-0.189,0.41,23.5,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-05-18
Faisalabad,Winter_Peak,11,27.4,45.0,7.0,993.4,5,49.731,1.68,-0.005,0.3213,0.991,26.657,5.006,0.0,0.0605,1.989,48.631,0.00042,3.0,1.0012,1.321,0.018,0.001,1.67,187.7,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-15
Faisalabad,Winter_Peak,12,9.4,94.0,7.6,996.8,7,58.861,11.682,0.713,0.2914,0.812,62.366,29.903,0.078,0.2836,0.999,58.861,0.00057,37.0,0.7569,47.853,-0.002,-0.138,0.08,40.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-20
Faisalabad,Monsoon,7,29.1,80.0,3.8,971.5,3,113.68,12.266,2.68,0.1668,0.891,152.814,23.159,0.0189,0.1696,2.538,113.68,0.00045,28.0,0.8489,54.473,0.103,-0.082,1.16,37.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-07-25
Faisalabad,Summer,6,30.3,59.0,7.6,976.8,0,155.486,7.337,1.361,0.0676,0.948,69.093,11.243,0.0023,0.0899,4.898,155.479,0.00013,10.0,0.9106,19.368,0.195,-0.047,0.54,32.9,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2023-06-15
Faisalabad,Winter_Peak,11,28.9,41.0,5.9,991.2,17,153.971,3.742,0.276,0.3271,0.962,60.095,7.802,0.0,0.0673,5.693,153.94,9e-05,11.0,0.9527,3.255,0.207,-0.024,0.89,83.4,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-05
Faisalabad,Winter_Peak,11,15.7,80.0,7.4,993.2,4,103.731,7.635,0.587,0.2753,0.988,48.148,9.726,0.0,0.0911,3.259,100.395,0.00019,22.0,1.0265,5.338,0.129,0.013,0.33,115.0,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-25
Faisalabad,Autumn_Harvest,9,26.3,85.0,5.8,979.1,9,94.158,11.539,0.987,0.292,0.908,77.813,15.34,0.0043,0.1929,1.988,93.909,0.0003,29.0,0.9344,19.034,0.092,-0.034,0.6,85.2,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-09-10
Faisalabad,Winter_Peak,11,14.9,88.0,11.5,993.8,10,172.044,16.938,-0.676,0.3373,0.967,105.721,21.561,0.0,0.1006,5.033,170.309,0.00017,64.0,0.997,32.455,0.256,-0.002,0.99,52.7,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-11-30
Faisalabad,Autumn_Harvest,10,24.1,70.0,6.6,990.8,15,109.586,4.922,0.152,0.2981,0.964,32.03,6.755,0.0,0.064,4.199,109.543,0.0001,15.0,0.9417,2.597,0.122,-0.03,0.55,43.3,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-15
Faisalabad,Monsoon,8,33.9,60.0,7.6,980.9,1,171.43,3.392,1.088,0.1774,1.002,49.607,8.164,0.0,0.1114,4.44,160.714,7e-05,9.0,1.0667,4.908,0.277,0.032,0.46,16.5,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2024-08-12
Faisalabad,Autumn_Harvest,10,25.3,76.0,5.2,986.4,8,131.708,11.472,1.216,0.2569,0.997,40.645,10.922,0.0021,0.0365,6.388,129.697,0.00014,34.0,1.0096,11.493,0.181,0.005,0.77,60.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-10-05
Faisalabad,Winter_Peak,12,18.9,60.0,7.8,995.1,10,94.115,7.103,-0.113,0.3237,0.966,20.505,11.624,0.0,0.0924,2.984,93.335,0.0001,21.0,0.9852,8.039,0.102,-0.007,0.35,59.4,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-01
Faisalabad,Winter_Peak,1,4.7,97.0,0.8,995.4,6,46.432,3.001,-0.013,0.3608,0.995,81.575,8.729,0.0,0.1053,1.402,44.053,0.00151,7.0,0.9753,4.016,0.009,-0.012,0.95,169.5,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-01-15
Faisalabad,Monsoon,7,35.4,58.0,2.9,976.1,0,163.486,10.284,0.552,0.2624,1.035,91.611,14.924,0.0,0.0604,6.077,153.635,0.00019,29.0,1.0522,21.04,0.256,0.025,1.11,55.3,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-07-15
Faisalabad,Monsoon,8,27.7,76.0,7.6,982.4,0,114.956,5.323,0.074,0.3274,0.891,54.615,8.337,0.0,0.1664,2.552,114.956,0.00014,23.0,0.8483,4.106,0.105,-0.082,0.56,61.2,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-30
Faisalabad,Summer,5,14.6,67.0,7.0,982.3,2,78.648,14.39,-0.016,0.3066,0.781,88.312,29.615,0.0273,0.3141,1.297,78.648,0.00041,40.0,0.6936,50.833,0.006,-0.181,0.3,25.0,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-05-01
Faisalabad,Winter_Peak,1,4.6,97.0,0.7,995.2,10,43.704,1.561,-0.004,0.2999,0.991,23.225,4.685,0.0,0.0643,1.704,42.641,0.00048,4.0,0.9705,1.15,0.003,-0.015,1.0,160.7,,3,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-01-15
Faisalabad,Winter_Peak,11,32.5,29.0,11.9,990.8,6,132.035,4.978,0.397,0.3148,1.001,16.241,6.068,0.0,0.0269,7.08,130.067,5e-05,16.0,1.0095,2.226,0.181,0.005,0.15,27.6,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2024-11-01
Faisalabad,Autumn_Harvest,10,21.0,62.0,5.1,993.6,11,92.28,13.92,0.553,0.2866,0.848,44.437,17.162,0.0003,0.2354,1.776,92.274,0.00016,29.0,0.7708,18.117,0.047,-0.129,0.13,82.9,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2023-10-25
Faisalabad,Autumn_Harvest,10,27.3,42.0,5.9,988.1,9,101.186,4.873,0.261,0.3004,0.868,30.117,7.285,0.0,0.2054,1.97,101.186,9e-05,17.0,0.8333,3.345,0.079,-0.091,0.24,99.2,,2,Copernicus CAMS via Open-Meteo,Faisalabad_Autumn_Harvest_2024-10-15
Faisalabad,Monsoon,7,28.1,90.0,10.5,981.9,3,180.059,5.969,-1.053,0.2661,1.012,39.524,7.682,0.0,0.0308,9.048,175.005,6e-05,20.0,1.0273,3.719,0.282,0.013,1.28,48.8,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-07-25
Faisalabad,Summer,6,37.7,38.0,8.2,976.0,3,147.031,18.731,0.201,0.3228,0.899,88.22,15.155,0.013,0.1565,3.445,147.031,0.00018,55.0,0.8631,27.056,0.163,-0.074,0.63,59.6,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-06-20
Faisalabad,Winter_Peak,12,12.0,99.0,6.2,997.0,8,95.669,7.385,-0.109,0.3076,0.951,52.521,13.107,0.0,0.0921,3.093,95.511,0.00023,22.0,0.9184,9.954,0.091,-0.043,0.99,58.3,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Winter_Peak_2023-12-01
Faisalabad,Summer,6,37.2,27.0,6.5,981.6,0,71.9,7.43,0.158,0.3217,0.772,58.436,9.909,0.0,0.3392,1.114,71.9,0.00025,18.0,0.6617,5.404,-0.011,-0.204,0.25,31.1,,0,Copernicus CAMS via Open-Meteo,Faisalabad_Summer_2024-06-10
Faisalabad,Monsoon,8,37.6,46.0,8.8,981.1,5,111.297,11.081,1.872,0.1906,0.949,55.143,10.592,0.0011,0.1234,2.94,110.819,0.0002,33.0,0.9739,10.503,0.132,-0.013,0.71,47.1,,1,Copernicus CAMS via Open-Meteo,Faisalabad_Monsoon_2023-08-20
Rawalpindi,Autumn_Harvest,9,22.8,68.0,4.3,948.9,3,105.381,11.096,-1.325,0.3902,1.004,15.46,6.936,0.0,0.0645,4.343,101.566,0.00011,34.0,1.0303,3.535,0.133,0.015,0.32,17.1,65.0,0,Copernicus CAMS via Open-Meteo,Rawalpindi_Autumn_Harvest_2024-09-18
Rawalpindi,Summer,5,27.4,20.0,15.0,938.3,2,62.892,19.51,-0.485,0.3501,0.763,62.014,30.388,0.047,0.3616,0.992,62.891,0.00066,68.0,0.6496,66.723,-0.023,-0.212,0.09,10.2,65.0,0,Copernicus CAMS via Open-Meteo,Rawalpindi_Summer_2024-05-28
Rawalpindi,Winter_Peak,1,7.6,70.0,4.3,956.2,0,127.583,12.298,-1.573,0.3503,0.947,23.784,14.246,0.0003,0.108,3.624,127.332,0.00012,42.0,0.9528,17.561,0.158,-0.024,0.31,53.3,65.0,1,Copernicus CAMS via Open-Meteo,Rawalpindi_Winter_Peak_2024-01-15
Rawalpindi,Summer,5,25.0,58.0,15.0,948.4,0,68.0,15.631,-0.477,0.3593,0.752,45.065,23.707,0.0128,0.3596,1.04,68.0,0.00036,59.0,0.6443,40.252,-0.02,-0.216,1.05,37.5,65.0,1,Copernicus CAMS via Open-Meteo,Rawalpindi_Summer_2023-05-25
Rawalpindi,Summer,5,22.1,56.0,6.0,947.3,0,62.061,17.983,-0.186,0.3327,0.752,82.003,30.2,0.037,0.3664,0.963,62.061,0.00067,61.0,0.6485,58.739,-0.024,-0.213,0.21,22.3,65.0,0,Copernicus CAMS via Open-Meteo,Rawalpindi_Summer_2024-05-01
Rawalpindi,Autumn_Harvest,10,20.2,64.0,7.4,952.1,1,111.106,12.122,-1.462,0.3409,0.991,64.902,9.868,0.0,0.0798,3.941,107.735,0.00027,48.0,0.9752,6.098,0.132,-0.013,0.19,36.0,65.0,1,Copernicus CAMS via Open-Meteo,Rawalpindi_Autumn_Harvest_2024-10-15
